序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
268,981,山子高科,2.33,4.95,0.11,8931206,2081284190,9.91,2.44,2.22,2.22,2.22,3,13.69,-21.39,11.05,23294107169,15203612203,-0.43,0,-13.7,16.5
4700,600884,杉杉股份,7.84,-1.26,-0.1,530200,417614693,1.89,7.98,7.83,7.94,7.94,0.79,3.02,570.8,0.8,17666625957,13776734097,-0.13,0,-10.19,5.23
902,601369,陕鼓动力,8.65,2.13,0.18,241005,207186505,3.07,8.69,8.43,8.43,8.47,1.37,1.42,16.8,1.76,14926431635,14630326565,0.23,0.12,-3.03,-0.57
3631,563,陕国投Ａ,3.53,-0.28,-0.01,590655,208322135.7,1.41,3.56,3.51,3.55,3.54,0.97,1.15,13.63,1.01,18052315364,18052315364,0,0.28,-12.41,-0.84
3223,600248,陕建股份,4.34,0,0,272851,118725061,1.38,4.38,4.32,4.36,4.34,1.16,0.74,4.12,0.67,16351307121,15974204521,0.23,0,-7.66,-3.13
1684,2267,陕天然气,7.8,1.04,0.08,69523,54059169.75,1.17,7.81,7.72,7.72,7.72,1.19,0.63,12.43,1.29,8674188471,8674188471,0.13,0.13,-6.02,-7.69
3684,601015,陕西黑猫,3.16,-0.32,-0.01,164487,52164735,1.58,3.2,3.15,3.17,3.17,0.69,0.81,-7.54,0.92,6454292539,6454292539,0.32,0,-15.05,-5.39
1419,301517,陕西华达,55.45,1.32,0.72,37241,206363796,3.93,56.37,54.22,54.92,54.73,0.95,8.77,131.68,4.45,5990080515,2355333015,0.04,0.07,-4.84,2.67
2231,812,陕西金叶,4.77,0.63,0.03,185436,88416769.9,1.48,4.8,4.73,4.74,4.74,0.99,2.41,46.68,2,3666663769,3664127827,0,0.21,-17.04,3.7
3885,601225,陕西煤业,20.11,-0.45,-0.09,517762,1046989671,2.18,20.53,20.09,20.21,20.2,0.87,0.53,8.78,2.16,1.94966E+11,1.94966E+11,0,0,-19.82,-13.17
3387,1286,陕西能源,9.1,-0.11,-0.01,140730,128213654.9,0.66,9.14,9.08,9.11,9.11,0.63,1.34,10.25,1.4,34125000000,9555000000,0.11,0.11,-6.57,-1.41
3659,301190,善水科技,20,-0.3,-0.06,32138,63710270.28,3.24,20.2,19.55,19.9,20.06,0.61,4.52,47.85,2.2,4292730000,1420938000,-0.15,0,18.55,26.66
3449,300975,商络电子,12.14,-0.16,-0.02,136117,165515825,1.81,12.27,12.05,12.19,12.16,0.43,2.91,116.95,3.98,8340248033,5688277901,0,0,-5.23,7.91
5263,301330,熵基科技,30.7,-3.7,-1.18,86710,263773780.8,3.8,30.93,29.72,30.4,31.88,1.09,11.32,37.46,1.84,6026788378,2352237807,-0.1,-0.07,-0.9,14.21
4148,301522,上大股份,37.75,-0.66,-0.25,27297,103226976,0.84,38.04,37.72,37.91,38,0.73,3.86,86.88,7.55,14037966679,2667056979,-0.05,-0.08,-10.33,3.42
870,672,上峰水泥,7.89,2.2,0.17,106907,84130114.5,3.24,7.98,7.73,7.73,7.72,1.59,1.1,14.18,0.88,7648530101,7648530101,-0.25,-0.13,-4.71,3.14
2085,600018,上港集团,5.56,0.72,0.04,361704,201371501,1.27,5.61,5.54,5.54,5.52,0.76,0.16,8.87,0.98,1.29444E+11,1.29073E+11,0,0.18,-7.95,-9.15
2582,600843,上工申贝,13.37,0.38,0.05,178857,240121922,2.03,13.57,13.3,13.33,13.32,0.65,3.81,-184.52,2.97,9535035838,6273507900,0,0,-14.68,6.28
306,301062,上海艾录,10.14,4.64,0.45,268905,268244012.1,5.16,10.16,9.66,9.69,9.69,2.57,8.67,51.85,2.86,4383275618,3144961682,0.1,0.2,-27.05,-22.6
2703,600171,上海贝岭,36.51,0.3,0.11,172257,629323102,1.48,36.75,36.21,36.45,36.4,0.75,2.43,81.37,6.09,25882789793,25882789793,0,0,-9.58,-7.99
3698,600021,上海电力,9.18,-0.33,-0.03,368547,340004316,1.19,9.28,9.17,9.21,9.21,0.78,1.41,7.89,1.29,25857706661,24025567328,0,0,-4.18,0.11
1895,601727,上海电气,8.22,0.86,0.07,1661593,1370560365,2.09,8.31,8.14,8.15,8.15,1.09,1.31,126.66,2.39,1.28066E+11,1.04027E+11,0,0.12,-8.26,1.36
1993,601595,上海电影,28.28,0.78,0.22,201918,582928299,4.35,29.4,28.18,28.66,28.06,1.66,4.51,88.51,7.44,12675096000,12675096000,0,0.11,2.61,14.49
1710,600679,上海凤凰,14.81,1.02,0.15,331409,495062068,5.25,15.35,14.58,14.6,14.66,1.64,9.64,114.1,3.41,7631507946,5090111946,0.07,0,14.27,12.8
4768,300226,上海钢联,24.71,-1.4,-0.35,83175,205630965.3,1.96,25.08,24.59,25.07,25.06,0.77,2.71,46.46,4.03,7875606338,7571964545,0.04,0.08,-5.69,8.05
4516,605598,上海港湾,21.82,-1,-0.22,14279,31229953,1.5,22.09,21.76,22.09,22.04,0.8,0.59,36.94,2.89,5362501551,5302627471,0,-0.05,5.77,-2.63
4663,300762,上海瀚讯,23.87,-1.2,-0.29,191448,459518494.9,2.4,24.38,23.8,24.34,24.16,0.51,3.05,-123.14,6.23,14989542978,14989542978,-0.08,-0.17,-12.5,13.5
3338,603131,上海沪工,19.69,-0.05,-0.01,69692,137575526,1.88,19.93,19.56,19.75,19.7,0.61,2.19,99.92,5.05,6261242987,6261242987,-0.05,0.1,-7.38,16.03
655,601200,上海环境,8.42,2.81,0.23,156151,130301819,3.42,8.46,8.18,8.19,8.19,2,1.16,16.95,1.02,11335258713,11335258713,0.12,0.24,-2.77,3.06
2145,600009,上海机场,32.69,0.68,0.22,108577,355542806,1.11,32.94,32.58,32.58,32.47,1.31,0.57,50.77,1.99,81348455005,62722170540,0,0,-9.57,-4.28
1547,600835,上海机电,24.11,1.17,0.28,209524,502374217,4.49,24.55,23.48,23.8,23.83,0.58,2.6,25.39,1.82,24658244716,19444818673,0,0.08,14,34.54
5127,600315,上海家化,19.16,-2.44,-0.48,74658,144850400,4.18,19.96,19.14,19.72,19.64,0.81,1.11,-16.03,1.92,12879849777,12879849777,-0.05,-0.1,-0.98,13.31
2005,600170,上海建工,2.57,0.78,0.02,1899164,491144589,2.35,2.62,2.56,2.56,2.55,1.49,2.14,12.67,0.74,22836865142,22836865142,0,0,-11.07,-3.02
2948,603153,上海建科,19.05,0.16,0.03,34373,65469169,1.58,19.2,18.9,19.11,19.02,0.89,2.55,22.62,2.18,7807854069,2571750000,0,0.11,-5.55,-8.28
530,600838,上海九百,8.94,3.23,0.28,272576,240950093,6.24,9.13,8.59,8.77,8.66,2.72,6.8,97.31,2.33,3583884910,3583884910,0,0.22,-18.95,-8.12
3214,300039,上海凯宝,6.21,0,0,154072,95688273.44,1.13,6.25,6.18,6.23,6.21,0.92,1.68,22.44,1.69,6495660000,5694111863,0.16,0,-11.91,0.49
2319,300899,上海凯鑫,23.1,0.57,0.13,11073,25504710,1.39,23.14,22.82,23.05,22.97,0.91,2.7,155.17,2.28,1473398065,945623125,-0.04,0.04,-8.66,11.38
3423,2252,上海莱士,7.07,-0.14,-0.01,357435,253652985.9,1.13,7.14,7.06,7.08,7.08,0.89,0.54,19.15,1.51,46930552798,46905841557,-0.14,-0.14,-8.42,-2.08
4534,600848,上海临港,9.84,-1.01,-0.1,245263,242913872,2.52,10.07,9.82,9.91,9.94,0.73,1.02,30.1,1.33,24821272119,23556096766,0,0,-7.52,-2.57
3939,600508,上海能源,12.26,-0.49,-0.06,43678,53581715,0.57,12.31,12.24,12.31,12.32,0.72,0.6,10.62,0.69,8860522680,8860522680,0,0.08,-12.43,-7.33
3030,603107,上海汽配,17.02,0.12,0.02,30790,52492319,1.29,17.19,16.97,17.17,17,0.76,1.41,31.97,2.84,5741441700,3713321446,-0.12,-0.06,-2.8,1.67
2661,600689,上海三毛,12.15,0.33,0.04,61243,74681153,2.89,12.37,12.02,12.1,12.11,1.08,4.02,112.11,5.31,2442044817,1849280337,0,-0.08,5.56,13.55
1514,600688,上海石化,3.34,1.21,0.04,396467,132840476,2.42,3.38,3.3,3.31,3.3,1.29,0.54,767.25,1.43,35333464210,24478237090,0,0,5.7,10.6
193,600822,上海物贸,10.39,5.8,0.57,253735,260128498,7.13,10.49,9.79,9.81,9.82,4.39,6.41,84.42,4.29,5153158576,4115976764,0,0.1,-17.21,1.66
1380,603200,上海洗霸,37.9,1.36,0.51,150227,568402318,4.25,38.5,36.91,37,37.39,0.78,8.56,103.05,6.93,6650695904,6650695904,0.08,0.19,51.84,56.16
3424,300236,上海新阳,36.83,-0.14,-0.05,27046,99749350.54,1.17,37.14,36.71,36.8,36.88,0.65,0.97,66.71,2.59,11541837036,10254161347,-0.16,-0.16,-8.2,-1.45
929,603329,上海雅仕,13.84,2.06,0.28,33356,45826385,3.39,13.94,13.48,13.55,13.56,1.24,2.1,50.82,1.98,2197185739,2197185739,0.07,0.07,-5.27,7.37
2351,603159,上海亚虹,14.82,0.54,0.08,18286,27094679,3.66,15.14,14.6,15.14,14.74,1.45,1.31,84.74,4.12,2074800000,2074800000,-0.27,-0.07,-13.13,-4.51
3327,605128,上海沿浦,42.71,-0.02,-0.01,24292,103000071,3.07,43.07,41.76,42.72,42.72,0.74,2.05,38.38,3.17,5551839928,5057084384,0,-0.07,10.11,15.59
4168,601607,上海医药,19.26,-0.67,-0.13,96811,186918858,1.13,19.45,19.23,19.4,19.39,0.74,0.5,13.21,1.01,71423048441,37298544455,-0.05,-0.05,-12.34,-8.29
3695,601229,上海银行,9.35,-0.32,-0.03,465769,434818968,1.39,9.4,9.27,9.37,9.38,1.17,0.33,5.66,0.59,1.32833E+11,1.32833E+11,0,0,8.22,2.19
1914,300827,上能电气,31.4,0.83,0.26,140736,444479454.8,2.15,31.95,31.28,31.3,31.14,0.74,5.41,28.05,5.44,11290034348,8166987145,-0.03,-0.03,-33.83,-28.47
3512,600104,上汽集团,15.57,-0.19,-0.03,353262,550131360,1.41,15.7,15.48,15.61,15.6,0.58,0.31,19.57,0.62,1.80227E+11,1.80227E+11,-0.06,0.06,-10.62,-25
522,600748,上实发展,3.46,3.28,0.11,220620,76370188,5.07,3.54,3.37,3.38,3.35,2.54,1.2,-17.15,0.66,6382187606,6382187606,0,0.29,-19.16,-3.89
4715,300616,尚品宅配,13.85,-1.28,-0.18,81449,112223239,4.13,14.16,13.58,14.07,14.03,1.53,5.22,-20.43,0.88,3109546323,2160132452,-0.07,0.14,-14.51,13.06
4035,2551,尚荣医疗,3.52,-0.56,-0.02,146274,51615593.13,2.26,3.58,3.5,3.56,3.54,0.88,2.39,151.56,1.14,2976140915,2150780227,-0.28,-0.28,-9.28,14.29
389,1301,尚太科技,58.16,3.95,2.21,87900,513954511.1,5.18,60.1,57.2,58.47,55.95,1.71,5.46,18.1,2.42,15173208276,9366804676,0,0.03,-16.77,-15.16
4733,603333,尚纬股份,5.2,-1.33,-0.07,134344,70163919,2.09,5.3,5.19,5.26,5.27,0.71,2.16,127.59,1.53,3231943447,3231943447,-0.19,-0.19,3.38,-6.64
1150,601,韶能股份,4.27,1.67,0.07,218529,92815255.7,2.86,4.3,4.18,4.21,4.2,1.13,2.02,17.58,1.08,4613955627,4613564422,-0.23,-0.23,0.71,10.62
667,301079,邵阳液压,21.79,2.78,0.59,169918,371718631.5,7.69,22.48,20.85,20.9,21.2,0.94,24.65,105.52,4.86,2382478485,1502024445,-0.05,-0.18,15.05,42.98
1762,600702,舍得酒业,60.16,0.96,0.57,315991,1938609219,4.28,62.6,60.05,61.8,59.59,3.19,9.5,22.47,2.83,20040646051,20010351761,0,-0.13,-23.33,-8.75
1765,603357,设计总院,9.49,0.96,0.09,91471,86961294,1.6,9.55,9.4,9.41,9.4,1.38,1.66,12.69,1.49,5321838309,5225092229,-0.21,-0.11,-6.41,4.75
1717,300732,设研院,6.98,1.01,0.07,93884,65581559.6,2.17,7.06,6.91,6.92,6.91,1.16,2.9,-11.44,0.86,2263719538,2259716947,0,0,-15.29,4.49
811,600626,申达股份,3.91,2.36,0.09,174803,67732439,2.62,3.91,3.81,3.82,3.82,1.35,1.58,-72.77,1.64,5164111648,4332196756,0,0,-15,7.12
3696,300853,申昊科技,30.92,-0.32,-0.1,227886,713424283,6.74,32.39,30.3,31.23,31.02,1.19,20.67,-28.74,5.29,4543455947,3409072572,0.03,-0.58,15.37,23.29
197,600653,申华控股,2.23,5.69,0.12,1142353,253907328,9,2.31,2.12,2.13,2.11,3.23,5.87,-57.88,5.97,4340428107,4340428107,0,-0.45,-20.07,4.21
916,2633,申科股份,12.27,2.08,0.25,68127,83016149,6.07,12.63,11.9,11.98,12.02,1.29,4.56,196.69,4.39,1840500000,1831803638,0.08,0.25,3.37,14.14
5209,301018,申菱环境,46.78,-2.99,-1.44,72223,339058729.8,3.57,48.1,46.38,48,48.22,0.56,3.63,65.34,4.85,12445938944,9312076574,-0.09,0,49.17,21.38
5025,600642,申能股份,9.07,-1.95,-0.18,214375,196420925,2.38,9.28,9.06,9.24,9.25,0.97,0.44,10.15,1.27,44389438711,44252897389,0,0,1.8,-4.43
378,600834,申通地铁,8.64,4.1,0.34,163630,140996969,6.51,8.84,8.3,8.32,8.3,2.87,3.43,59.96,2.43,4124579659,4124579659,0,0.12,-6.19,6.4
355,2468,申通快递,12.32,4.23,0.5,247060,301608721.1,5.75,12.51,11.83,11.9,11.82,1.48,1.66,21.68,2,18859482685,18382002494,-0.08,0.08,21.02,21.62
4058,166,申万宏源,5.14,-0.58,-0.03,724722,372986877.1,0.97,5.18,5.13,5.18,5.17,0.87,0.32,25.07,1.25,1.28705E+11,1.15833E+11,0,-0.19,-7.55,-3.93
4410,58,深 赛 格,8.89,-0.89,-0.08,186523,167637722.7,3.01,9.15,8.88,9.01,8.97,0.66,1.89,215.31,5.45,10945373974,8754086160,0,-0.11,-12.41,10.71
4460,301091,深城交,48.81,-0.95,-0.47,51697,253192292.3,1.7,49.5,48.66,49.38,49.28,0.55,1.82,250.84,8.65,19797336000,13858135200,0.04,0.1,-5.19,2.31
819,45,深纺织Ａ,11.35,2.34,0.26,111032,125271769,2.71,11.39,11.09,11.12,11.09,0.83,2.43,54.65,1.96,5749022986,5187197986,-0.09,0.18,-9.2,6.77
3850,600548,深高速,11.49,-0.43,-0.05,41410,47655123,0.87,11.57,11.47,11.5,11.54,1.03,0.29,13.68,1.37,25057051046,16468276046,-0.09,-0.17,-6.96,-14.76
1631,20,深华发Ａ,12.99,1.09,0.14,23423,30356464.14,2.49,13.08,12.76,12.85,12.85,1.07,1.29,193.69,9.65,3678264339,2353338429,0,0.23,-13.4,4.59
2039,16,深康佳Ａ,5.34,0.75,0.04,640837,344009582.2,3.21,5.45,5.28,5.3,5.3,0.79,4.01,-6,3.18,12858428479,8525810892,0,0,-4.13,-3.26
983,21,深科技,20.49,1.94,0.39,587258,1206108946,2.89,20.75,20.17,20.28,20.1,1.24,3.76,36.26,2.77,31976439678,31973081879,0,0.05,1.99,7.5
2031,19,深粮控股,6.61,0.76,0.05,75093,49520563.7,1.22,6.63,6.55,6.58,6.56,1.27,1.8,23.36,1.57,7618258029,2751190450,0.15,0,-9.58,0.61
1423,37,深南电A,8.54,1.3,0.11,140107,119790378.1,3.32,8.66,8.38,8.44,8.43,1.16,4.13,-84.61,3.64,5147592570,2894164632,0,0.23,-6.56,7.29
3514,2916,深南电路,138.49,-0.19,-0.27,118606,1621918755,2.85,139.02,135.07,138.75,138.76,0.92,2.32,37.83,4.86,71028409822,70845159439,-0.04,0.01,39.16,10.79
3744,32,深桑达Ａ,25.99,-0.35,-0.09,487036,1270163403,4.87,26.77,25.5,26.09,26.08,0.57,7.55,-175.19,4.88,29575560492,16757411448,0.08,0.12,38.61,47.34
4167,29,深深房Ａ,14.87,-0.67,-0.1,27934,41796599.32,1.87,15.12,14.84,15.04,14.97,0.75,0.31,2248.12,4.06,15043384200,13258984200,-0.2,-0.2,-10.96,-1.26
98,301038,深水规院,21.41,9.4,1.84,195502,423375188.1,22.74,23.48,19.03,19.29,19.57,4.14,11.39,-704.98,4.39,3673956000,3673956000,-0.33,-0.6,-2.77,13.7
155,300961,深水海纳,17.24,6.75,1.09,568905,984449533.1,14.49,18.65,16.31,16.31,16.15,1.77,37.67,-1203.03,3.04,3056307200,2603836642,0,0.29,20.81,71.54
2460,50,深天马Ａ,8.69,0.46,0.04,183092,159448452.8,1.97,8.8,8.63,8.68,8.65,0.85,0.74,-31.95,0.78,21357827174,21357578857,-0.11,-0.23,-8.33,-3.77
2285,11,深物业A,8.53,0.59,0.05,60111,51391132,1.65,8.63,8.49,8.53,8.48,1.07,1.14,1064.72,1.14,5083701655,4490836382,-0.12,-0.12,-14.87,-2.4
5087,300454,深信服,111.9,-2.19,-2.5,106346,1197320839,4.03,114.86,110.25,114.68,114.4,0.86,3.82,239.8,5.15,47208506728,31133752141,0.21,0.1,70.37,94.95
65,62,深圳华强,24.2,10,2.2,272843,646201683.4,9.55,24.2,22.1,22.1,22,2.3,2.61,118.85,3.64,25311005592,25287281800,0,0,-6.6,8.04
2976,89,深圳机场,6.77,0.15,0.01,113250,76655309.8,0.74,6.79,6.74,6.79,6.76,1.2,0.55,31.86,1.24,13883709576,13883526068,0.15,0,-5.84,-1.74
3283,27,深圳能源,6.35,0,0,179328,114016553.9,0.79,6.38,6.33,6.35,6.35,1.04,0.38,10.66,1,30209425967,30209425967,0,0,-5.51,-2.01
2709,601139,深圳燃气,6.7,0.3,0.02,129942,87013110,0.45,6.71,6.68,6.69,6.68,0.86,0.45,13.23,1.24,19274158965,19274158965,0,-0.15,-6.69,-5.1
3460,300977,深圳瑞捷,19.03,-0.16,-0.03,22975,43804277.11,2.68,19.35,18.84,19.18,19.06,0.92,2.43,132.04,2.07,2896874615,1802647579,0.16,0.05,-10.02,3.26
2424,603978,深圳新星,14.76,0.48,0.07,41019,60291594,1.7,14.83,14.58,14.81,14.69,0.41,1.94,-23.8,1.68,3115751853,3115751853,0.07,0.07,-17.26,-4.22
2714,6,深振业Ａ,6.61,0.3,0.02,245800,162646873.4,2.28,6.7,6.55,6.55,6.59,0.71,1.82,-12.78,1.38,8923467254,8923416688,0,0,-28.15,-9.7
1220,17,深中华A,6.47,1.57,0.1,400879,258744600.8,4.24,6.6,6.33,6.37,6.37,0.98,13.23,450.58,14.1,4459026517,1960312724,0.15,0.31,-15.54,11.55
295,603109,神驰机电,23.69,4.73,1.07,178329,416585198,5.31,23.8,22.6,22.61,22.62,1.19,8.54,27.63,2.68,4947617648,4947617648,0.04,0.25,43.84,33.46
2874,933,神火股份,19.74,0.2,0.04,234719,465251724.4,2.13,20.02,19.6,19.7,19.7,0.75,1.05,9.41,2.12,44402180232,44280550445,0.05,0.05,8.52,16.8
5077,2361,神剑股份,6.84,-2.15,-0.15,1523553,1053123769,6.01,7.18,6.76,6.89,6.99,0.96,19,167.05,2.92,6505079188,5485153211,0,0.15,47.73,25.5
69,2278,神开股份,7.71,9.99,0.7,408449,314874020,1.14,7.71,7.63,7.71,7.01,1.55,12.22,103.87,2.52,2805743386,2576732277,0,0,27.23,44.65
5306,603819,神力股份,15.07,-4.74,-0.75,246770,362211593,9.1,15.68,14.24,14.53,15.82,1.7,11.33,-51.68,4.21,3281193918,3281193918,1.07,1.14,3.72,22.32
4637,603530,神马电力,27.2,-1.16,-0.32,21533,58453655,2.94,27.69,26.88,27.52,27.52,0.83,0.5,40.9,7.01,11757562494,11627041853,0,-0.07,10.61,10.08
2595,600810,神马股份,8.23,0.37,0.03,84240,69199483,1.46,8.28,8.16,8.23,8.2,0.8,0.84,234.92,1.13,8354282119,8273414139,0.12,0.24,1.6,1.73
357,605296,神农集团,29.48,4.21,1.19,111040,327448610,8.27,30.59,28.25,28.29,28.29,1.42,2.12,24.16,3.29,15472254074,15425444551,-0.03,0,-3.03,6.43
654,300189,神农种业,4.02,2.81,0.11,826124,332603145.6,4.09,4.09,3.93,3.93,3.91,1.6,9.32,-141.9,5.49,4116480000,3562715247,0,0.25,-15.55,2.29
3890,600613,神奇制药,6.46,-0.46,-0.03,117742,76265578,2,6.55,6.42,6.5,6.49,1.32,2.46,43.6,1.47,3450102717,3096407058,0,0,-16.54,-5.83
1438,300479,神思电子,22.69,1.29,0.29,89517,202791590,3.93,23.14,22.26,22.42,22.4,0.53,4.54,-29.77,10.52,4470857227,4470857227,0,-0.09,-6.12,24.67
1652,605228,神通科技,13.25,1.07,0.14,195866,262045827,7.63,13.85,12.85,12.95,13.11,0.73,4.63,255.68,3.72,5644656880,5604867130,-0.08,0.38,19.58,22.8
51,820,神雾节能,3.18,10.03,0.29,353848,108842392.1,10.03,3.18,2.89,2.92,2.89,3.07,12.11,-91.35,24.06,2040511239,928820439,0,0,-26.56,-8.88
1793,300563,神宇股份,44.26,0.94,0.41,50893,225174745.8,1.55,44.58,43.9,44.41,43.85,0.75,4.11,87.99,7.65,7903265921,5482721885,0.02,0.02,-18.58,-19.76
1646,8,神州高铁,2.83,1.07,0.03,652189,185111155,2.5,2.86,2.79,2.79,2.8,1.1,2.43,-32.06,2.28,7687348843,7601448956,0,-0.35,-12.38,-2.41
2260,34,神州数码,48.29,0.6,0.29,323057,1558558868,3.94,48.89,47,48.03,48,0.68,5.74,27.53,3.22,32801857853,27157112654,-0.04,0.12,37.7,37.77
4452,300002,神州泰岳,14.75,-0.94,-0.14,829948,1228570874,4.43,15.27,14.61,15.16,14.89,0.97,4.56,20.1,4.12,28947833072,26854285228,-0.07,0,15.23,27.26
1340,555,神州信息,13.08,1.4,0.18,484009,645541512.9,5.27,13.72,13.04,13.15,12.9,1.8,4.98,-81.16,2.11,12763129636,12717550414,0.15,-0.08,-7.04,16.79
1530,698,沈阳化工,3.4,1.19,0.04,102792,34926247.98,1.79,3.42,3.36,3.36,3.36,0.92,1.31,-11.17,2.03,2786348943,2671415608,0,-0.29,-13.92,0.89
4932,410,沈阳机床,7.43,-1.72,-0.13,311542,232601884.4,2.25,7.57,7.4,7.56,7.56,0.45,1.85,-93.35,16.61,15341067260,12489205464,0.27,0.13,-4.99,4.5
4762,2095,生 意 宝,19.31,-1.38,-0.27,57037,110613255,2.35,19.74,19.28,19.74,19.58,0.85,2.27,-246.24,5.37,4880023200,4860489494,0,0,-19.14,7.58
517,600201,生物股份,7.52,3.3,0.24,347566,258478950,3.85,7.54,7.26,7.3,7.28,1.64,3.1,37.27,1.55,8425176580,8425176580,0,-0.27,1.62,9.62
5056,600183,生益科技,30.48,-2.06,-0.64,359206,1091530214,4.66,31.3,29.85,31.13,31.12,0.93,1.51,42.46,4.97,74046908954,72278409123,-0.1,-0.03,34.04,26.74
4305,3004,声迅股份,25.56,-0.81,-0.21,12894,32991791,1.82,25.89,25.42,25.8,25.77,0.71,1.85,-55.43,3.07,2092203627,1778492328,-0.12,-0.08,-16.14,0.67
1831,300423,昇辉科技,7.78,0.91,0.07,107627,83916784.4,2.85,7.92,7.7,7.71,7.71,0.55,3.24,178.3,2.6,3870637836,2586200907,-0.13,-0.13,-17.06,12.43
3946,2752,昇兴股份,6.04,-0.49,-0.03,197250,119157655.2,2.14,6.13,6,6.09,6.07,0.79,2.02,12.88,1.78,5900587547,5899681547,0.17,0.17,-6.93,-4.88
2822,2400,省广集团,8.6,0.23,0.02,739423,636059114.4,2.45,8.72,8.51,8.58,8.58,0.86,4.28,123.26,3.05,14992699301,14845015715,0,0,-22.66,7.63
4926,300661,圣邦股份,93.39,-1.71,-1.62,54436,510139272.9,2.85,95.6,92.89,95.6,95.01,0.77,1.2,116.04,10.27,44078269635,42262256631,-0.01,0.02,3,14.2
4169,603079,圣达生物,14.56,-0.68,-0.1,60339,88090173,2.32,14.77,14.43,14.58,14.66,1.02,3.52,86.23,1.99,2492511228,2492511228,0,0,-16.66,8.09
1819,603163,圣晖集成,26.39,0.92,0.24,13746,36189165,1.45,26.5,26.12,26.18,26.15,0.94,3.93,22.63,2.37,2639000000,923722573,0,0,-0.94,-0.68
1465,603178,圣龙股份,20.15,1.26,0.25,62713,125795808,1.81,20.18,19.82,19.98,19.9,0.6,2.65,520.66,3.74,4763699402,4763699402,0,0.15,-7.65,3.81
753,2299,圣农发展,14.63,2.52,0.36,185540,270344714.2,2.38,14.72,14.38,14.42,14.27,1.54,1.51,35.65,1.8,18190946316,17925053469,-0.07,-0.14,-5.92,2.45
1948,605589,圣泉集团,29.69,0.81,0.24,154418,454849645,2.21,29.81,29.16,29.61,29.45,0.66,1.98,32.46,2.49,25131278581,23115470152,-0.13,-0.1,24.33,25.91
146,2580,圣阳股份,16.33,6.87,1.05,1141459,1867331015,13.09,16.81,14.81,15.16,15.28,1.24,25.23,33.43,3.44,7411680656,7386692604,0.12,-0.97,82.66,92.57
599,300867,圣元环保,13.89,2.97,0.4,79804,110219656.9,4.89,14.1,13.44,13.56,13.49,3.26,4.16,19.19,1.04,3774483226,2661710448,-0.14,-0.22,-3.47,7.42
23,300476,胜宏科技,92.14,12.37,10.14,841567,7254586769,11.62,92.86,83.33,84.37,82,1.13,9.84,68.46,8.9,79488131382,78798930816,0.04,0.12,108.32,118.91
682,300843,胜蓝股份,35.09,2.72,0.93,79774,277010116.4,4.39,35.25,33.75,34.3,34.16,1.26,5.12,49.13,3.91,5744403643,5463366955,0.03,0.14,14,0.23
1075,407,胜利股份,3.42,1.79,0.06,157695,53645548.36,2.08,3.43,3.36,3.37,3.36,1.42,1.8,20.57,1.02,3009889524,2995122049,0.29,0,-12.08,0
4289,2426,胜利精密,3.72,-0.8,-0.03,2729964,1026991586,4.27,3.87,3.71,3.75,3.75,0.54,8.02,-331.4,3.83,12657768408,12657671595,0,-0.27,-13.69,38.81
1111,1331,胜通能源,12.95,1.73,0.22,35646,46075821.07,3.77,13.11,12.63,12.73,12.73,1.38,7.07,80.97,1.73,2610720000,652680000,0,0.08,3.93,17.62
1168,301233,盛帮股份,49.1,1.64,0.79,13679,66750157.26,2.17,49.15,48.1,48.4,48.31,1.15,7.33,29.36,2.74,2527177000,916625805,0.02,0.04,-2.41,8.03
4977,603,盛达资源,14.98,-1.83,-0.28,144249,217530170.8,3.08,15.35,14.88,15.2,15.26,0.79,2.16,38.92,3.16,10335740803,9987411058,0.2,0.13,10.55,24.94
5150,300881,盛德鑫泰,33.8,-2.57,-0.89,33615,113442158,2.25,34.25,33.47,34.1,34.69,1.01,5.86,14.46,3.55,3718000000,1940331250,-0.18,-0.21,-0.15,9.95
1829,1205,盛航股份,17.83,0.91,0.16,29812,52990264.12,1.47,17.94,17.68,17.68,17.67,0.91,1.98,18.66,1.66,3352063821,2680502220,0.06,0.11,-5.26,-7.57
4730,600392,盛和资源,11.83,-1.33,-0.16,302100,358249904,1.83,12.01,11.79,12,11.99,0.51,1.72,167.46,2.37,20735938323,20735938323,-0.08,0.08,3.5,15.08
3094,300693,盛弘股份,40.05,0.07,0.03,138595,560194120.6,4.87,41.6,39.65,41,40.02,0.69,5.21,29.26,6.87,12458970671,10661252128,-0.1,-0.99,62.15,48.55
153,603324,盛剑科技,28.54,6.77,1.81,120166,345461257,9.99,29.4,26.73,26.88,26.73,6.64,8.06,34.88,2.58,4254573672,4254573672,0.04,-0.04,-0.28,10.24
136,603375,盛景微,45.1,7.18,3.02,79646,353408645,5.68,45.16,42.77,42.77,42.08,1.32,14.7,179,2.89,4540066682,2443951772,0.04,0.22,-1.33,20.62
3842,2446,盛路通信,6.88,-0.43,-0.03,366172,252766117,1.88,6.98,6.85,6.89,6.91,0.89,4.32,71.06,1.92,6297413461,5832061076,0.15,0,-10.65,5.04
